opportunity_id,sales_agent,product,model_1,model_2,model_3,account,deal_stage,engage_date,close_date,close_value,manager,regional_office,series,sales_price
RM4HCA1W,Niesha Huffines,MG Special,MG,Special,NA,Finhigh,Lost,2017-08-24,2017-08-31,0,Melvin Marxen,Central,MG,55
Y1FWLR93,Reed Clapper,GTX Plus Pro,GTX,Plus,Pro,Kan-code,Won,2017-08-24,2017-09-02,5415,Rocco Neubert,East,GTX,5482
ORUHS3Q2,Rosalina Dieter,GTX Basic,GTX,Basic,NA,Sonron,Won,2017-08-24,2017-11-17,432,Celia Rouche,West,GTX,550
9RLSCMM9,Rosalina Dieter,MG Special,MG,Special,NA,Condax,Won,2017-08-24,2017-08-30,53,Celia Rouche,West,MG,55
3QS2B6IN,Versie Hillebrand,MG Special,MG,Special,NA,Rundofase,Won,2017-08-24,2017-09-03,57,Dustin Brinkmann,Central,MG,55
XCB9CPID,Versie Hillebrand,MG Special,MG,Special,NA,Streethex,Won,2017-08-24,2017-12-09,56,Dustin Brinkmann,Central,MG,55
7EJJ9KVZ,Violet Mclelland,MG Special,MG,Special,NA,Donware,Won,2017-08-24,2017-09-03,55,Cara Losch,East,MG,55
M4MOGAS4,Violet Mclelland,MG Advanced,MG,Advanced,NA,Acme Corporation,Won,2017-08-24,2017-08-25,3146,Cara Losch,East,MG,3393
ZNU9YDS9,Anna Snelling,MG Special,MG,Special,NA,Stanredtax,Won,2017-08-25,2017-11-03,67,Dustin Brinkmann,Central,MG,55
V3VJRFBV,Cassey Cress,GTX Basic,GTX,Basic,NA,Kan-code,Lost,2017-08-25,2017-11-03,0,Rocco Neubert,East,GTX,550
PDI7F0LR,Cassey Cress,MG Advanced,MG,Advanced,NA,Ganjaflex,Won,2017-08-25,2017-12-04,2613,Rocco Neubert,East,MG,3393
KJ93MS4W,Corliss Cosme,GTX Plus Basic,GTX,Plus,Basic,Yearin,Won,2017-08-25,2017-11-02,977,Cara Losch,East,GTX,1096
5R1XNYTM,Daniell Hammack,MG Advanced,MG,Advanced,NA,Bubba Gump,Lost,2017-08-25,2017-11-25,0,Rocco Neubert,East,MG,3393
PRQ96EWX,Daniell Hammack,GTX Pro,GTX,Pro,NA,Gekko & Co,Won,2017-08-25,2017-09-07,4445,Rocco Neubert,East,GTX,4821
RUN3Z87A,Donn Cantrell,GTX Plus Basic,GTX,Plus,Basic,Donquadtech,Lost,2017-08-25,2017-11-18,0,Rocco Neubert,East,GTX,1096
9RGQ8HED,Garret Kinder,MG Special,MG,Special,NA,Zotware,Won,2017-08-25,2017-12-29,54,Cara Losch,East,MG,55
RSSYISWE,Hayden Neloms,MG Advanced,MG,Advanced,NA,Labdrill,Won,2017-08-25,2017-12-01,3331,Celia Rouche,West,MG,3393
67ORNLJ3,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Dontechi,Won,2017-08-25,2017-09-05,474,Melvin Marxen,Central,GTX,550
M28Z11DC,Kami Bicknell,GTX Plus Basic,GTX,Plus,Basic,Blackzim,Lost,2017-08-25,2017-08-31,0,Summer Sewald,West,GTX,1096
DIVKSHY7,Kami Bicknell,GTX Plus Basic,GTX,Plus,Basic,Condax,Won,2017-08-25,2017-11-13,994,Summer Sewald,West,GTX,1096
RLTHGLLJ,Kami Bicknell,GTX Plus Pro,GTX,Plus,Pro,Singletechno,Won,2017-08-25,2017-11-23,4773,Summer Sewald,West,GTX,5482
EC8A1L94,Lajuana Vencill,MG Special,MG,Special,NA,dambase,Lost,2017-08-25,2017-11-25,0,Dustin Brinkmann,Central,MG,55
OO4Z7LB9,Niesha Huffines,GTX Plus Basic,GTX,Plus,Basic,Stanredtax,Lost,2017-08-25,2017-08-30,0,Melvin Marxen,Central,GTX,1096
PWOX6RY8,Niesha Huffines,MG Special,MG,Special,NA,Rangreen,Won,2017-08-25,2017-11-22,63,Melvin Marxen,Central,MG,55
0VG9PGMI,Rosalina Dieter,GTX Plus Pro,GTX,Plus,Pro,Hatfan,Won,2017-08-25,2017-09-13,6391,Celia Rouche,West,GTX,5482
LKFYC5X3,Rosie Papadopoulos,MG Special,MG,Special,NA,Donware,Won,2017-08-25,2017-12-15,58,Cara Losch,East,MG,55
984H5OG0,Versie Hillebrand,MG Special,MG,Special,NA,Finhigh,Won,2017-08-25,2017-12-04,54,Dustin Brinkmann,Central,MG,55
AB39AL3A,Vicki Laflamme,GTX Plus Pro,GTX,Plus,Pro,Plexzap,Lost,2017-08-25,2017-11-22,0,Celia Rouche,West,GTX,5482
1SKGHPHL,Vicki Laflamme,GTX Plus Pro,GTX,Plus,Pro,Rantouch,Won,2017-08-25,2017-11-21,5129,Celia Rouche,West,GTX,5482
YTMPHIQY,Violet Mclelland,MG Advanced,MG,Advanced,NA,Ganjaflex,Lost,2017-08-25,2017-08-30,0,Cara Losch,East,MG,3393
6HE07D76,Zane Levy,GTX Basic,GTX,Basic,NA,Hatfan,Won,2017-08-25,2017-11-19,454,Summer Sewald,West,GTX,550
64CTQ6C5,Anna Snelling,GTX Plus Pro,GTX,Plus,Pro,Bioholding,Won,2017-08-26,2017-11-02,6659,Dustin Brinkmann,Central,GTX,5482
5J4Z0RYC,Cassey Cress,GTX Basic,GTX,Basic,NA,Bioplex,Won,2017-08-26,2017-09-08,572,Rocco Neubert,East,GTX,550
ERWWQ79N,Corliss Cosme,GTX Plus Basic,GTX,Plus,Basic,Bubba Gump,Won,2017-08-26,2017-11-19,1046,Cara Losch,East,GTX,1096
08O63ECM,Donn Cantrell,MG Advanced,MG,Advanced,NA,Gekko & Co,Won,2017-08-26,2017-12-01,3281,Rocco Neubert,East,MG,3393
AMGF31TA,Gladys Colclough,MG Special,MG,Special,NA,Statholdings,Lost,2017-08-26,2017-09-05,0,Melvin Marxen,Central,MG,55
DUJ52ZYK,Hayden Neloms,MG Advanced,MG,Advanced,NA,Singletechno,Won,2017-08-26,2017-09-10,3462,Celia Rouche,West,MG,3393
N2C3ASJ9,James Ascencio,GTX Plus Pro,GTX,Plus,Pro,Scotfind,Won,2017-08-26,2017-09-06,6029,Summer Sewald,West,GTX,5482
62WFO2I3,Kami Bicknell,GTX Basic,GTX,Basic,NA,Finjob,Won,2017-08-26,2017-12-04,566,Summer Sewald,West,GTX,550
55O18ALO,Kary Hendrixson,GTX Pro,GTX,Pro,NA,Fasehatice,Lost,2017-08-26,2017-11-08,0,Summer Sewald,West,GTX,4821
ZTUJ5KQ8,Moses Frase,MG Special,MG,Special,NA,Scottech,Lost,2017-08-26,2017-11-12,0,Dustin Brinkmann,Central,MG,55
ZQHJNTDK,Moses Frase,GTX Plus Basic,GTX,Plus,Basic,Isdom,Won,2017-08-26,2017-11-13,1042,Dustin Brinkmann,Central,GTX,1096
K0IV66AV,Reed Clapper,GTX Basic,GTX,Basic,NA,Betasoloin,Won,2017-08-26,2017-11-07,539,Rocco Neubert,East,GTX,550
KJ4NAGS5,Rosalina Dieter,MG Special,MG,Special,NA,Kan-code,Won,2017-08-26,2017-11-16,56,Celia Rouche,West,MG,55
70A4A2GV,Versie Hillebrand,MG Special,MG,Special,NA,Gogozoom,Won,2017-08-26,2017-11-28,60,Dustin Brinkmann,Central,MG,55
6TND1V4T,Vicki Laflamme,MG Special,MG,Special,NA,Scotfind,Lost,2017-08-26,2017-08-27,0,Celia Rouche,West,MG,55
43FW6W9O,Vicki Laflamme,MG Advanced,MG,Advanced,NA,Sunnamplex,Won,2017-08-26,2017-11-04,3966,Celia Rouche,West,MG,3393
QB4FISNE,Violet Mclelland,MG Special,MG,Special,NA,Bluth Company,Lost,2017-08-26,2017-08-27,0,Cara Losch,East,MG,55
41S0S9KP,Wilburn Farren,GTX Basic,GTX,Basic,NA,Umbrella Corporation,Won,2017-08-26,2017-11-23,471,Cara Losch,East,GTX,550
JESVHYTG,Anna Snelling,GTX Basic,GTX,Basic,NA,Cancity,Won,2017-08-27,2017-09-05,597,Dustin Brinkmann,Central,GTX,550
P3HO0L6P,Anna Snelling,MG Special,MG,Special,NA,Condax,Won,2017-08-27,2017-11-14,53,Dustin Brinkmann,Central,MG,55
6GDZDVTV,Anna Snelling,MG Special,MG,Special,NA,Dontechi,Won,2017-08-27,2017-09-13,59,Dustin Brinkmann,Central,MG,55
Y5A5G2L5,Cassey Cress,GTX Basic,GTX,Basic,NA,Bubba Gump,Won,2017-08-27,2017-12-08,606,Rocco Neubert,East,GTX,550
PG4UQI8B,Donn Cantrell,GTX Plus Basic,GTX,Plus,Basic,Kan-code,Lost,2017-08-27,2017-11-20,0,Rocco Neubert,East,GTX,1096
M40Z4KWL,Donn Cantrell,GTX Pro,GTX,Pro,NA,Zotware,Won,2017-08-27,2017-11-25,5305,Rocco Neubert,East,GTX,4821
BB46B5C7,Hayden Neloms,GTX Plus Basic,GTX,Plus,Basic,Zoomit,Lost,2017-08-27,2017-11-02,0,Celia Rouche,West,GTX,1096
TPJNVDPH,Kami Bicknell,GTX Basic,GTX,Basic,NA,Kan-code,Lost,2017-08-27,2017-11-16,0,Summer Sewald,West,GTX,550
FMMAQM87,Kami Bicknell,GTX Basic,GTX,Basic,NA,Green-Plus,Won,2017-08-27,2017-09-09,596,Summer Sewald,West,GTX,550
46UITTY6,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Singletechno,Won,2017-08-27,2017-11-04,545,Summer Sewald,West,GTX,550
KK5YBPU6,Markita Hansen,GTX Basic,GTX,Basic,NA,Labdrill,Won,2017-08-27,2017-08-29,548,Celia Rouche,West,GTX,550
A7FCLQ42,Marty Freudenburg,MG Advanced,MG,Advanced,NA,Finhigh,Lost,2017-08-27,2017-12-15,0,Melvin Marxen,Central,MG,3393
G2C5RKTN,Reed Clapper,GTX Basic,GTX,Basic,NA,Umbrella Corporation,Won,2017-08-27,2017-09-21,415,Rocco Neubert,East,GTX,550
UNSJB0L7,Vicki Laflamme,GTX Pro,GTX,Pro,NA,Singletechno,Won,2017-08-27,2017-08-28,3754,Celia Rouche,West,GTX,4821
UJT04PL7,Zane Levy,GTX Basic,GTX,Basic,NA,Plusstrip,Won,2017-08-27,2017-11-29,498,Summer Sewald,West,GTX,550
DCIFTBM0,Boris Faz,GTX Basic,GTX,Basic,NA,Condax,Won,2017-08-28,2017-12-21,489,Rocco Neubert,East,GTX,550
BTZ06Z6O,Boris Faz,GTX Plus Basic,GTX,Plus,Basic,Ontomedia,Won,2017-08-28,2017-09-05,1022,Rocco Neubert,East,GTX,1096
S9CGS0IX,Corliss Cosme,GTX Plus Pro,GTX,Plus,Pro,Acme Corporation,Lost,2017-08-28,2017-11-07,0,Cara Losch,East,GTX,5482
ZTYHMEQY,Darcel Schlecht,GTX Basic,GTX,Basic,NA,Cancity,Won,2017-08-28,2017-09-11,525,Melvin Marxen,Central,GTX,550
IOTAHMQX,Darcel Schlecht,GTX Plus Basic,GTX,Plus,Basic,Codehow,Won,2017-08-28,2017-09-07,1252,Melvin Marxen,Central,GTX,1096
01DZ14Y0,Gladys Colclough,MG Advanced,MG,Advanced,NA,dambase,Lost,2017-08-28,2017-11-25,0,Melvin Marxen,Central,MG,3393
1T91NEIV,Gladys Colclough,MG Special,MG,Special,NA,Conecom,Won,2017-08-28,2017-09-11,63,Melvin Marxen,Central,MG,55
41B62CUB,Hayden Neloms,MG Special,MG,Special,NA,J-Texon,Lost,2017-08-28,2017-11-11,0,Celia Rouche,West,MG,55
G0QOVMMS,Kami Bicknell,GTX Basic,GTX,Basic,NA,Zoomit,Won,2017-08-28,2017-12-28,474,Summer Sewald,West,GTX,550
FG79OR5X,Kami Bicknell,GTX Plus Basic,GTX,Plus,Basic,Xx-holding,Won,2017-08-28,2017-11-19,1132,Summer Sewald,West,GTX,1096
QY4ZMI2F,Lajuana Vencill,GTX Plus Basic,GTX,Plus,Basic,Warephase,Lost,2017-08-28,2017-09-14,0,Dustin Brinkmann,Central,GTX,1096
VY0QPLGN,Lajuana Vencill,GTX Plus Basic,GTX,Plus,Basic,dambase,Won,2017-08-28,2017-11-12,1215,Dustin Brinkmann,Central,GTX,1096
XP1PQSPC,Markita Hansen,GTX Plus Basic,GTX,Plus,Basic,Kan-code,Won,2017-08-28,2017-09-27,1081,Celia Rouche,West,GTX,1096
K3KT8S1F,Markita Hansen,MG Special,MG,Special,NA,Sonron,Won,2017-08-28,2017-11-07,49,Celia Rouche,West,MG,55
5CIT07UC,Maureen Marcano,GTX Basic,GTX,Basic,NA,Hottechi,Won,2017-08-28,2017-09-14,653,Summer Sewald,West,GTX,550
VIZ9ZLVT,Moses Frase,GTX Plus Basic,GTX,Plus,Basic,Rundofase,Lost,2017-08-28,2017-11-30,0,Dustin Brinkmann,Central,GTX,1096
9ZY0QQ8Q,Moses Frase,MG Advanced,MG,Advanced,NA,Genco Pura Olive Oil Company,Lost,2017-08-28,2017-11-27,0,Dustin Brinkmann,Central,MG,3393
0WGCUB3L,Niesha Huffines,GTX Plus Basic,GTX,Plus,Basic,Rundofase,Won,2017-08-28,2017-09-13,1105,Melvin Marxen,Central,GTX,1096
QCN2DZQQ,Reed Clapper,GTX Plus Basic,GTX,Plus,Basic,The New York Inquirer,Won,2017-08-28,2017-09-21,948,Rocco Neubert,East,GTX,1096
ZAY2J4I5,Vicki Laflamme,MG Advanced,MG,Advanced,NA,Zoomit,Lost,2017-08-28,2017-09-10,0,Celia Rouche,West,MG,3393
J25NMK6Q,Violet Mclelland,MG Special,MG,Special,NA,Bluth Company,Lost,2017-08-28,2017-11-11,0,Cara Losch,East,MG,55
DZHIAZ5H,Anna Snelling,GTX Plus Basic,GTX,Plus,Basic,Streethex,Lost,2017-08-29,2017-09-05,0,Dustin Brinkmann,Central,GTX,1096
233HYDSP,Anna Snelling,MG Special,MG,Special,NA,Gogozoom,Won,2017-08-29,2017-12-03,44,Dustin Brinkmann,Central,MG,55
EXXFSC3O,Cassey Cress,GTX Pro,GTX,Pro,NA,Opentech,Won,2017-08-29,2017-11-15,4343,Rocco Neubert,East,GTX,4821
U68B4UQU,Cecily Lampkin,GTX Plus Pro,GTX,Plus,Pro,Treequote,Won,2017-08-29,2017-09-13,5096,Dustin Brinkmann,Central,GTX,5482
73EBDWP4,Cecily Lampkin,GTX Plus Pro,GTX,Plus,Pro,Warephase,Won,2017-08-29,2017-09-30,4994,Dustin Brinkmann,Central,GTX,5482
FQQ3XQNG,Corliss Cosme,GTX Plus Basic,GTX,Plus,Basic,Donquadtech,Won,2017-08-29,2017-12-01,1251,Cara Losch,East,GTX,1096
C4KZVTYR,Donn Cantrell,GTX Basic,GTX,Basic,NA,Gekko & Co,Won,2017-08-29,2017-11-11,602,Rocco Neubert,East,GTX,550
HWXJWHGI,Donn Cantrell,GTX Basic,GTX,Basic,NA,Sumace,Won,2017-08-29,2017-09-08,600,Rocco Neubert,East,GTX,550
W36MU0PW,Donn Cantrell,GTX Basic,GTX,Basic,NA,Yearin,Won,2017-08-29,2017-09-09,595,Rocco Neubert,East,GTX,550
OWEMO7RD,Elease Gluck,MG Special,MG,Special,NA,Sonron,Lost,2017-08-29,2017-11-25,0,Celia Rouche,West,MG,55
9XU06EA8,Gladys Colclough,GTX Pro,GTX,Pro,NA,Codehow,Lost,2017-08-29,2017-11-01,0,Melvin Marxen,Central,GTX,4821
DC2NI04U,Hayden Neloms,MG Advanced,MG,Advanced,NA,Hottechi,Won,2017-08-29,2017-12-31,3064,Celia Rouche,West,MG,3393
BO2XRLBS,Moses Frase,MG Special,MG,Special,NA,Ron-tech,Lost,2017-08-29,2017-11-16,0,Dustin Brinkmann,Central,MG,55
V9YY2XIE,Niesha Huffines,MG Advanced,MG,Advanced,NA,Zumgoity,Lost,2017-08-29,2017-11-28,0,Melvin Marxen,Central,MG,3393
J3K9EXW0,Reed Clapper,GTX Plus Pro,GTX,Plus,Pro,Acme Corporation,Won,2017-08-29,2017-12-25,5790,Rocco Neubert,East,GTX,5482
N9KFQCOH,Rosie Papadopoulos,GTX Pro,GTX,Pro,NA,Vehement Capital Partners,Won,2017-08-29,2017-09-05,5688,Cara Losch,East,GTX,4821
GSPDR7BH,Versie Hillebrand,GTX Basic,GTX,Basic,NA,Cancity,Won,2017-08-29,2017-11-02,672,Dustin Brinkmann,Central,GTX,550
MB0XTICR,Versie Hillebrand,MG Special,MG,Special,NA,Bioholding,Won,2017-08-29,2017-12-08,62,Dustin Brinkmann,Central,MG,55
04SQ7RNY,Vicki Laflamme,GTX Pro,GTX,Pro,NA,Fasehatice,Won,2017-08-29,2017-12-19,4577,Celia Rouche,West,GTX,4821
WIHGFD8B,Anna Snelling,MG Special,MG,Special,NA,Funholding,Lost,2017-08-30,2017-11-19,0,Dustin Brinkmann,Central,MG,55
O3Q5B86F,Anna Snelling,GTX Plus Basic,GTX,Plus,Basic,Warephase,Won,2017-08-30,2017-12-26,1118,Dustin Brinkmann,Central,GTX,1096
PE3P7M7S,Anna Snelling,MG Special,MG,Special,NA,Statholdings,Won,2017-08-30,2017-09-08,55,Dustin Brinkmann,Central,MG,55
401BY1PW,Boris Faz,GTX Pro,GTX,Pro,NA,Ganjaflex,Won,2017-08-30,2017-12-21,5052,Rocco Neubert,East,GTX,4821
9RQ8FZYQ,Boris Faz,GTX Pro,GTX,Pro,NA,Zotware,Won,2017-08-30,2017-09-04,4023,Rocco Neubert,East,GTX,4821
G7NU2YCG,Cassey Cress,MG Special,MG,Special,NA,Iselectrics,Won,2017-08-30,2017-09-08,57,Rocco Neubert,East,MG,55
R9RWFEEJ,Corliss Cosme,MG Special,MG,Special,NA,Gekko & Co,Won,2017-08-30,2017-11-23,59,Cara Losch,East,MG,55
WV2OG7C3,Daniell Hammack,MG Special,MG,Special,NA,Xx-zobam,Lost,2017-08-30,2017-11-18,0,Rocco Neubert,East,MG,55
LDIBOTNO,Daniell Hammack,GTX Pro,GTX,Pro,NA,Kinnamplus,Won,2017-08-30,2017-09-07,5544,Rocco Neubert,East,GTX,4821
FC4ZD68R,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Warephase,Lost,2017-08-30,2017-11-15,0,Melvin Marxen,Central,GTX,4821
YH6ST9KT,Darcel Schlecht,MG Special,MG,Special,NA,Treequote,Lost,2017-08-30,2017-08-31,0,Melvin Marxen,Central,MG,55
9S8E95EI,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Condax,Won,2017-08-30,2017-09-18,4598,Melvin Marxen,Central,GTX,4821
RLHNEVYY,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Conecom,Won,2017-08-30,2017-09-10,5008,Melvin Marxen,Central,GTX,4821
OFP1MLFY,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Statholdings,Won,2017-08-30,2017-12-09,3932,Melvin Marxen,Central,GTX,4821
CQELCLO0,Donn Cantrell,GTX Plus Basic,GTX,Plus,Basic,Zathunicon,Won,2017-08-30,2017-12-29,1166,Rocco Neubert,East,GTX,1096
L351AATH,Gladys Colclough,GTX Plus Basic,GTX,Plus,Basic,Ron-tech,Lost,2017-08-30,2017-12-06,0,Melvin Marxen,Central,GTX,1096
VBKF5FPB,Hayden Neloms,GTX Plus Basic,GTX,Plus,Basic,Dalttechnology,Won,2017-08-30,2017-09-06,1195,Celia Rouche,West,GTX,1096
68YAXBZN,James Ascencio,MG Special,MG,Special,NA,Xx-holding,Lost,2017-08-30,2017-11-04,0,Summer Sewald,West,MG,55
EFB0NFP3,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Genco Pura Olive Oil Company,Won,2017-08-30,2017-12-23,551,Melvin Marxen,Central,GTX,550
CB0NZYB2,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Globex Corporation,Won,2017-08-30,2017-09-08,623,Melvin Marxen,Central,GTX,550
QKUULSVC,Kary Hendrixson,GTX Pro,GTX,Pro,NA,Kan-code,Lost,2017-08-30,2017-11-16,0,Summer Sewald,West,GTX,4821
8838GIT9,Kary Hendrixson,MG Special,MG,Special,NA,Plexzap,Lost,2017-08-30,2017-11-05,0,Summer Sewald,West,MG,55
5DOARVYO,Lajuana Vencill,MG Special,MG,Special,NA,Genco Pura Olive Oil Company,Lost,2017-08-30,2017-09-10,0,Dustin Brinkmann,Central,MG,55
0N2VYY6Z,Markita Hansen,GTX Basic,GTX,Basic,NA,Labdrill,Lost,2017-08-30,2017-09-19,0,Celia Rouche,West,GTX,550
LWCKCV0M,Markita Hansen,GTX Pro,GTX,Pro,NA,Xx-holding,Won,2017-08-30,2017-09-15,4592,Celia Rouche,West,GTX,4821
L40FW06K,Marty Freudenburg,GTX Basic,GTX,Basic,NA,Condax,Won,2017-08-30,2017-12-22,555,Melvin Marxen,Central,GTX,550
XXXM7BMA,Marty Freudenburg,MG Advanced,MG,Advanced,NA,Dontechi,Won,2017-08-30,2017-11-14,3703,Melvin Marxen,Central,MG,3393
F7S1OPQS,Maureen Marcano,GTX Plus Basic,GTX,Plus,Basic,Scotfind,Won,2017-08-30,2017-12-13,942,Summer Sewald,West,GTX,1096
U5JFEXOI,Maureen Marcano,GTX Plus Pro,GTX,Plus,Pro,Groovestreet,Won,2017-08-30,2017-12-08,6489,Summer Sewald,West,GTX,5482
HR3DH6DX,Niesha Huffines,GTX Pro,GTX,Pro,NA,Cancity,Lost,2017-08-30,2017-11-20,0,Melvin Marxen,Central,GTX,4821
9EICLJHY,Rosalina Dieter,MG Special,MG,Special,NA,Sunnamplex,Won,2017-08-30,2017-11-17,63,Celia Rouche,West,MG,55
01FNZW2T,Rosie Papadopoulos,GTX Pro,GTX,Pro,NA,Bubba Gump,Won,2017-08-30,2017-12-08,3974,Cara Losch,East,GTX,4821
3CS2IXT0,Versie Hillebrand,MG Special,MG,Special,NA,Conecom,Won,2017-08-30,2017-11-16,66,Dustin Brinkmann,Central,MG,55
O9MHRAK6,Vicki Laflamme,GTX Basic,GTX,Basic,NA,Finjob,Won,2017-08-30,2017-12-14,532,Celia Rouche,West,GTX,550
KPW4J1CR,Zane Levy,GTX Basic,GTX,Basic,NA,Dalttechnology,Won,2017-08-30,2017-12-21,503,Summer Sewald,West,GTX,550
KAPPUUYY,Anna Snelling,GTX Basic,GTX,Basic,NA,Zumgoity,Won,2017-08-31,2017-11-24,594,Dustin Brinkmann,Central,GTX,550
WRLAVDPH,Cassey Cress,GTX Pro,GTX,Pro,NA,Ganjaflex,Won,2017-08-31,2017-09-02,4958,Rocco Neubert,East,GTX,4821
1W5FOS69,Cassey Cress,GTX Pro,GTX,Pro,NA,Mathtouch,Won,2017-08-31,2017-11-30,4201,Rocco Neubert,East,GTX,4821
GFBJXXI1,Cecily Lampkin,MG Special,MG,Special,NA,Streethex,Lost,2017-08-31,2017-09-13,0,Dustin Brinkmann,Central,MG,55
2HYR0Q4Y,Corliss Cosme,MG Advanced,MG,Advanced,NA,Plussunin,Lost,2017-08-31,2017-11-13,0,Cara Losch,East,MG,3393
XVM3UK16,Daniell Hammack,GTX Plus Pro,GTX,Plus,Pro,Mathtouch,Lost,2017-08-31,2017-11-06,0,Rocco Neubert,East,GTX,5482
CDAMI76Z,Darcel Schlecht,GTX Plus Pro,GTX,Plus,Pro,Finhigh,Won,2017-08-31,2017-09-10,5293,Melvin Marxen,Central,GTX,5482
6M77EGH7,Donn Cantrell,MG Advanced,MG,Advanced,NA,Ganjaflex,Won,2017-08-31,2017-11-26,4456,Rocco Neubert,East,MG,3393
9CLDDA0W,Hayden Neloms,GTX Plus Basic,GTX,Plus,Basic,Newex,Lost,2017-08-31,2017-11-18,0,Celia Rouche,West,GTX,1096
8CQ2I2P2,Jonathan Berthelot,GTX Pro,GTX,Pro,NA,Globex Corporation,Lost,2017-08-31,2017-11-18,0,Melvin Marxen,Central,GTX,4821
GEFQNRF3,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Globex Corporation,Won,2017-08-31,2017-12-20,525,Melvin Marxen,Central,GTX,550
PCQUKUM5,Marty Freudenburg,GTX Plus Pro,GTX,Plus,Pro,Dontechi,Won,2017-08-31,2017-09-16,4809,Melvin Marxen,Central,GTX,5482
MZ987882,Moses Frase,GTX Plus Basic,GTX,Plus,Basic,Warephase,Won,2017-08-31,2017-12-17,1374,Dustin Brinkmann,Central,GTX,1096
02EC1993,Moses Frase,MG Special,MG,Special,NA,Scottech,Won,2017-08-31,2017-11-08,57,Dustin Brinkmann,Central,MG,55
UQCPNZO1,Versie Hillebrand,GTX Basic,GTX,Basic,NA,Zumgoity,Won,2017-08-31,2017-09-15,552,Dustin Brinkmann,Central,GTX,550
0NP0XPLQ,Versie Hillebrand,MG Special,MG,Special,NA,Toughzap,Won,2017-08-31,2017-09-03,59,Dustin Brinkmann,Central,MG,55
S2WRH3QA,Versie Hillebrand,MG Advanced,MG,Advanced,NA,Betatech,Won,2017-08-31,2017-09-30,4011,Dustin Brinkmann,Central,MG,3393
QJV1UWL5,Vicki Laflamme,MG Special,MG,Special,NA,Rantouch,Won,2017-08-31,2017-12-20,54,Celia Rouche,West,MG,55
GNAX12Z6,Vicki Laflamme,MG Advanced,MG,Advanced,NA,Green-Plus,Won,2017-08-31,2017-09-07,3337,Celia Rouche,West,MG,3393
62NZ0THZ,Violet Mclelland,MG Special,MG,Special,NA,Yearin,Won,2017-08-31,2017-09-22,60,Cara Losch,East,MG,55
PSKWV2JJ,Zane Levy,GTX Plus Basic,GTX,Plus,Basic,Blackzim,Won,2017-08-31,2017-11-19,1011,Summer Sewald,West,GTX,1096
05HLE3JL,Anna Snelling,GTX Basic,GTX,Basic,NA,Stanredtax,Won,2017-09-01,2017-12-03,514,Dustin Brinkmann,Central,GTX,550
CAF97SA2,Anna Snelling,GTX Plus Basic,GTX,Plus,Basic,Streethex,Won,2017-09-01,2017-11-13,1060,Dustin Brinkmann,Central,GTX,1096
AAFPTXEB,Anna Snelling,MG Special,MG,Special,NA,Treequote,Won,2017-09-01,2017-11-08,58,Dustin Brinkmann,Central,MG,55
D74OAJB4,Cecily Lampkin,MG Advanced,MG,Advanced,NA,Isdom,Lost,2017-09-01,2017-12-01,0,Dustin Brinkmann,Central,MG,3393
CQDL6WZX,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Isdom,Lost,2017-09-01,2017-09-17,0,Melvin Marxen,Central,GTX,4821
VAV3N62C,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Cancity,Won,2017-09-01,2017-09-12,4375,Melvin Marxen,Central,GTX,4821
OK7R7I2A,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Rundofase,Won,2017-09-01,2017-12-04,4819,Melvin Marxen,Central,GTX,4821
IOMVIZR8,Gladys Colclough,GTX Pro,GTX,Pro,NA,Stanredtax,Won,2017-09-01,2017-11-04,5729,Melvin Marxen,Central,GTX,4821
BTT2TM8O,Gladys Colclough,MG Advanced,MG,Advanced,NA,Warephase,Won,2017-09-01,2017-11-06,3447,Melvin Marxen,Central,MG,3393
FYNL84HO,James Ascencio,GTX Plus Pro,GTX,Plus,Pro,Doncon,Won,2017-09-01,2017-11-13,6101,Summer Sewald,West,GTX,5482
ZBB9CDO4,Kami Bicknell,GTX Plus Basic,GTX,Plus,Basic,J-Texon,Won,2017-09-01,2017-09-18,1088,Summer Sewald,West,GTX,1096
IV5UVG0R,Kami Bicknell,GTX Plus Pro,GTX,Plus,Pro,Sunnamplex,Won,2017-09-01,2017-09-17,5431,Summer Sewald,West,GTX,5482
TDHFX8SC,Kami Bicknell,MG Special,MG,Special,NA,Hottechi,Won,2017-09-01,2017-12-13,50,Summer Sewald,West,MG,55
7OXU784Y,Kami Bicknell,MG Special,MG,Special,NA,Konex,Won,2017-09-01,2017-11-25,62,Summer Sewald,West,MG,55
MA6F51AR,Kary Hendrixson,MG Special,MG,Special,NA,Zoomit,Won,2017-09-01,2017-11-29,57,Summer Sewald,West,MG,55
